match_id,match_size,mutual_match,countyid_1,County_name_1,State_1,total_workers2022_1,countyid_2,County_name_2,State_2,total_workers2022_2,countyid_3,County_name_3,State_3,total_workers2022_3,RUCC_2013,Economic_Type_Label,Low_Education_2015_Update,max_labor_force_gap,match_tier
402,2,True,42003,Allegheny County,PA,620629.1866047897,49035,Salt Lake County,UT,622247.5969848083,,,,,1,Nonspecialized,0,1618.4103800186422,rucc_econtype_lowed
403,2,True,26125,Oakland County,MI,648072.536477536,36059,Nassau County,NY,674305.9104677127,,,,,1,Nonspecialized,0,26233.37399017671,rucc_econtype_lowed
404,2,True,27053,Hennepin County,MN,698218.1699558394,12057,Hillsborough County,FL,737389.7703300864,,,,,1,Nonspecialized,0,39171.60037424695,rucc_econtype_lowed
405,2,True,42101,Philadelphia County,PA,767541.6545173632,26163,Wayne County,MI,789079.7676423665,,,,,1,Nonspecialized,0,21538.113125003292,rucc_econtype_lowed
406,2,True,6001,Alameda County,CA,867254.963659587,25017,Middlesex County,MA,871690.9470338792,,,,,1,Nonspecialized,0,4435.983374292264,rucc_econtype_lowed
407,2,True,36061,New York County,NY,884613.0,12011,Broward County,FL,973567.3919200897,,,,,1,Nonspecialized,0,88954.39192008972,rucc_econtype_lowed
408,2,True,48029,Bexar County,TX,986394.1517527378,48439,Tarrant County,TX,1068210.5141069898,,,,,1,Nonspecialized,0,81816.36235425202,rucc_econtype_lowed
409,2,True,36081,Queens County,NY,1163353.8006658205,53033,King County,WA,1235772.394614608,,,,,1,Nonspecialized,0,72418.59394878754,rucc_econtype_lowed
410,2,True,36047,Kings County,NY,1289579.6956002386,6059,Orange County,CA,1586630.980489618,,,,,1,Nonspecialized,0,297051.2848893793,rucc_econtype_lowed
411,3,True,6073,San Diego County,CA,1677937.961965199,4013,Maricopa County,AZ,2162860.74552144,17031,Cook County,IL,2641291.263954856,1,Nonspecialized,0,963353.3019896569,rucc_econtype_lowed
412,2,True,2060,Bristol Bay Borough,AK,402.49500231444836,2013,Aleutians East Borough,AK,1626.0798012688756,,,,,9,Maufacturing,0,1223.5847989544272,rucc_econtype_lowed
413,2,True,19003,Adams County,IA,1657.0591869652271,38081,Sargent County,ND,1762.607491798699,,,,,9,Maufacturing,0,105.54830483347178,rucc_econtype_lowed
414,2,True,5013,Calhoun County,AR,1854.8160949081648,2070,Dillingham Census Area,AK,2307.637992992997,,,,,9,Maufacturing,0,452.82189808483236,rucc_econtype_lowed
415,2,True,17047,Edwards County,IL,2471.2870908230543,29211,Sullivan County,MO,2540.428501613438,,,,,9,Maufacturing,0,69.14141079038382,rucc_econtype_lowed
416,2,True,55051,Iron County,WI,2719.4889069721103,31167,Stanton County,NE,2830.949213400483,,,,,9,Maufacturing,0,111.46030642837286,rucc_econtype_lowed
417,2,True,47127,Moore County,TN,2835.1699875742197,19185,Wayne County,IA,2905.025103136897,,,,,9,Maufacturing,0,69.85511556267738,rucc_econtype_lowed
418,2,True,54095,Tyler County,WV,2985.9937116503716,21007,Ballard County,KY,3296.9556053206325,,,,,9,Maufacturing,0,310.9618936702609,rucc_econtype_lowed
419,2,True,19177,Van Buren County,IA,3339.921648474039,1023,Choctaw County,AL,4380.704999871552,,,,,9,Maufacturing,0,1040.783351397513,rucc_econtype_lowed
420,2,True,29173,Ralls County,MO,4392.569982893765,21229,Washington County,KY,5335.565685465932,,,,,9,Maufacturing,0,942.9957025721669,rucc_econtype_lowed
421,2,True,55099,Price County,WI,6229.808475568891,28061,Jasper County,MS,6237.1368300096365,,,,,9,Maufacturing,0,7.328354440745898,rucc_econtype_lowed
422,2,True,5089,Marion County,AR,6520.089698389173,26133,Osceola County,MI,9978.244454542386,,,,,9,Maufacturing,0,3458.1547561532134,rucc_econtype_lowed
423,2,True,42023,Cameron County,PA,1971.3954128846526,5099,Nevada County,AR,3246.1061941311345,,,,,7,Maufacturing,0,1274.710781246482,rucc_econtype_lowed
424,2,True,31099,Kearney County,NE,3329.888796262443,19135,Monroe County,IA,3388.5535159011124,,,,,7,Maufacturing,0,58.66471963866934,rucc_econtype_lowed
425,2,True,20205,Wilson County,KS,3956.0405963882804,19091,Humboldt County,IA,4443.142895311117,,,,,7,Maufacturing,0,487.1022989228368,rucc_econtype_lowed
426,2,True,28161,Yalobusha County,MS,4791.861032426357,19131,Mitchell County,IA,4967.852680206299,,,,,7,Maufacturing,0,175.99164777994156,rucc_econtype_lowed
427,2,True,19081,Hancock County,IA,5080.002598848478,27033,Cottonwood County,MN,5358.590135164559,,,,,7,Maufacturing,0,278.58753631608124,rucc_econtype_lowed
428,2,True,13161,Jeff Davis County,GA,5441.092498406768,20001,Allen County,KS,5609.04230555892,,,,,7,Maufacturing,0,167.94980715215206,rucc_econtype_lowed
429,2,True,17025,Clay County,IL,5889.69470247304,2150,Kodiak Island Borough,AK,6225.255940437317,,,,,7,Maufacturing,0,335.5612379642771,rucc_econtype_lowed
430,2,True,29143,New Madrid County,MO,6413.547907939646,5003,Ashley County,AR,6624.272159859538,,,,,7,Maufacturing,0,210.72425191989169,rucc_econtype_lowed
431,2,True,1099,Monroe County,AL,6840.454605013132,13017,Ben Hill County,GA,6979.354577720165,,,,,7,Maufacturing,0,138.89997270703316,rucc_econtype_lowed
432,2,True,19067,Floyd County,IA,7350.719824120402,37015,Bertie County,NC,7466.418740428984,,,,,7,Maufacturing,0,115.69891630858183,rucc_econtype_lowed
433,2,True,27135,Roseau County,MN,7488.645461701293,1025,Clarke County,AL,7987.960394412279,,,,,7,Maufacturing,0,499.3149327109859,rucc_econtype_lowed
434,2,True,28043,Grenada County,MS,8305.892368674278,17033,Crawford County,IL,8310.940202832222,,,,,7,Maufacturing,0,5.047834157943726,rucc_econtype_lowed
435,2,True,21155,Marion County,KY,8680.56960619503,18049,Fulton County,IN,8913.30267560482,,,,,7,Maufacturing,0,232.73306940979091,rucc_econtype_lowed
436,2,True,5027,Columbia County,AR,8939.332897527143,26109,Menominee County,MI,9451.405748859048,,,,,7,Maufacturing,0,512.0728513319045,rucc_econtype_lowed
437,2,True,39175,Wyandot County,OH,10167.903386861086,47185,White County,TN,10188.373820573092,,,,,7,Maufacturing,0,20.470433712005615,rucc_econtype_lowed
438,2,True,27105,Nobles County,MN,10366.04428127408,39131,Pike County,OH,11239.647932840744,,,,,7,Maufacturing,0,873.6036515666638,rucc_econtype_lowed
439,2,True,26029,Charlevoix County,MI,11594.567297071218,51173,Smyth County,VA,12063.049701733507,,,,,7,Maufacturing,0,468.4824046622889,rucc_econtype_lowed
440,2,True,46135,Yankton County,SD,12081.243827015162,55057,Juneau County,WI,12392.190976724029,,,,,7,Maufacturing,0,310.9471497088671,rucc_econtype_lowed
441,2,True,47131,Obion County,TN,12803.703135475516,42047,Elk County,PA,13449.605846986655,,,,,7,Maufacturing,0,645.9027115111385,rucc_econtype_lowed
442,2,True,21157,Marshall County,KY,13489.833520025015,39079,Jackson County,OH,13697.16451510787,,,,,7,Maufacturing,0,207.33099508285522,rucc_econtype_lowed
443,2,True,20113,McPherson County,KS,13936.607996970415,5063,Independence County,AR,14063.831616913936,,,,,7,Maufacturing,0,127.22361994352104,rucc_econtype_lowed
444,2,True,28095,Monroe County,MS,14465.729765221477,26165,Wexford County,MI,14983.722479135991,,,,,7,Maufacturing,0,517.9927139145148,rucc_econtype_lowed
445,2,True,18151,Steuben County,IN,16026.440922737122,19167,Sioux County,IA,17383.725647568703,,,,,7,Maufacturing,0,1357.2847248315811,rucc_econtype_lowed
446,2,True,42065,Jefferson County,PA,19349.233481526375,39107,Mercer County,OH,20728.37836895988,,,,,7,Maufacturing,0,1379.1448874335038,rucc_econtype_lowed
447,2,True,2016,Aleutians West Census Area,AK,2484.7357992380857,13003,Atkinson County,GA,3210.769802380353,,,,,9,Maufacturing,1,726.0340031422675,rucc_econtype_lowed
448,2,True,1131,Wilcox County,AL,3665.713797353208,21053,Clinton County,KY,3735.804705075687,,,,,9,Maufacturing,1,70.09090772247873,rucc_econtype_lowed
449,3,True,21169,Metcalfe County,KY,4215.169087635237,1027,Clay County,AL,5545.431071102619,21207,Russell County,KY,7268.848500369582,9,Maufacturing,1,3053.6794127343455,rucc_econtype_lowed
450,2,True,13265,Taliaferro County,GA,603.9053951390088,13301,Warren County,GA,2019.9155998900533,,,,,8,Nonspecialized,1,1416.0102047510445,rucc_econtype_lowed
451,2,True,22081,Red River Parish,LA,2903.1758018918335,28157,Wilkinson County,MS,3037.9952153488994,,,,,8,Nonspecialized,1,134.81941345706582,rucc_econtype_lowed
452,2,True,1105,Perry County,AL,3084.2107994258404,13269,Taylor County,GA,3160.8318096771836,,,,,8,Nonspecialized,1,76.62101025134325,rucc_econtype_lowed
453,2,True,22021,Caldwell Parish,LA,3266.2429843358696,47135,Perry County,TN,3457.1592970192432,,,,,8,Nonspecialized,1,190.9163126833737,rucc_econtype_lowed
454,2,True,28005,Amite County,MS,4500.964195206761,28041,Greene County,MS,5195.229510366917,,,,,8,Nonspecialized,1,694.2653151601553,rucc_econtype_lowed
455,2,True,47087,Jackson County,TN,5305.178602129221,39163,Vinton County,OH,5411.076379665137,,,,,8,Nonspecialized,1,105.89777753591625,rucc_econtype_lowed
456,2,True,47061,Grundy County,TN,5503.484370030463,1029,Cleburne County,AL,5861.669896773994,,,,,8,Nonspecialized,1,358.1855267435312,rucc_econtype_lowed
457,2,True,13119,Franklin County,GA,10055.813835958863,48407,San Jacinto County,TX,10360.94529607676,,,,,8,Nonspecialized,1,305.1314601178965,rucc_econtype_lowed
458,2,True,51690,Martinsville city,VA,5329.469633407891,17137,Morgan County,IL,14744.147402316332,,,,,4,Nonspecialized,0,9414.677768908441,rucc_econtype_lowed
459,2,True,31001,Adams County,NE,15536.723843187094,17105,Livingston County,IL,15662.176466867328,,,,,4,Nonspecialized,0,125.45262368023396,rucc_econtype_lowed
460,2,True,48321,Matagorda County,TX,15779.624861299992,35039,Rio Arriba County,NM,15809.142321571257,,,,,4,Nonspecialized,0,29.51746027126501,rucc_econtype_lowed
461,2,True,17055,Franklin County,IL,16557.50308482816,51590,Danville city,VA,16844.930820137262,,,,,4,Nonspecialized,0,287.427735309102,rucc_econtype_lowed
462,2,True,20037,Crawford County,KS,17233.60120138526,17121,Marion County,IL,17265.020270854235,,,,,4,Nonspecialized,0,31.419069468975067,rucc_econtype_lowed
463,2,True,8085,Montrose County,CO,17975.70397657156,29201,Scott County,MO,18015.750794791616,,,,,4,Nonspecialized,0,40.04681822005659,rucc_econtype_lowed
464,2,True,31053,Dodge County,NE,18244.228345264928,37083,Halifax County,NC,18661.89975118637,,,,,4,Nonspecialized,0,417.6714059214428,rucc_econtype_lowed
465,2,True,13275,Thomas County,GA,19921.445591807365,51089,Henry County,VA,20146.566432237625,,,,,4,Nonspecialized,0,225.1208404302597,rucc_econtype_lowed
466,2,True,18065,Henry County,IN,20837.67081964074,47053,Gibson County,TN,21010.356727659702,,,,,4,Nonspecialized,0,172.68590801896062,rucc_econtype_lowed
467,2,True,27067,Kandiyohi County,MN,21286.161957075296,32023,Nye County,NV,21396.019870877266,,,,,4,Nonspecialized,0,109.85791380197043,rucc_econtype_lowed
468,2,True,36023,Cortland County,NY,21737.81476828456,54055,Mercer County,WV,21817.99970203638,,,,,4,Nonspecialized,0,80.18493375182152,rucc_econtype_lowed
469,2,True,36057,Montgomery County,NY,22149.353597819805,17095,Knox County,IL,22192.21716505319,,,,,4,Nonspecialized,0,42.86356723338395,rucc_econtype_lowed
470,2,True,1031,Coffee County,AL,22467.102488040924,47035,Cumberland County,TN,22780.029311783444,,,,,4,Nonspecialized,0,312.92682374252036,rucc_econtype_lowed
471,2,True,16011,Bingham County,ID,23233.98549638217,27049,Goodhue County,MN,23779.11861250449,,,,,4,Nonspecialized,0,545.1331161223206,rucc_econtype_lowed
472,2,True,36035,Fulton County,NY,23843.12699854205,51143,Pittsylvania County,VA,23924.047639906406,,,,,4,Nonspecialized,0,80.9206413643551,rucc_econtype_lowed
473,2,True,37107,Lenoir County,NC,24040.61385866662,39167,Washington County,OH,24438.431297957897,,,,,4,Nonspecialized,0,397.81743929127697,rucc_econtype_lowed
474,2,True,39005,Ashland County,OH,24462.67455056245,17141,Ogle County,IL,24643.303151014938,,,,,4,Nonspecialized,0,180.62860045248817,rucc_econtype_lowed
475,2,True,31019,Buffalo County,NE,24933.277864530057,32019,Lyon County,NV,25334.840393243765,,,,,4,Nonspecialized,0,401.56252871370816,rucc_econtype_lowed
476,2,True,47031,Coffee County,TN,25382.278558984064,39147,Seneca County,OH,25570.05819684267,,,,,4,Nonspecialized,0,187.7796378586063,rucc_econtype_lowed
477,2,True,16065,Madison County,ID,25748.98151230812,37161,Rutherford County,NC,26120.810670830062,,,,,4,Nonspecialized,0,371.8291585219413,rucc_econtype_lowed
478,2,True,6103,Tehama County,CA,26389.543407559395,6033,Lake County,CA,26874.39474373008,,,,,4,Nonspecialized,0,484.8513361706864,rucc_econtype_lowed
479,2,True,36037,Genesee County,NY,27385.515547971125,39145,Scioto County,OH,27682.090372264385,,,,,4,Nonspecialized,0,296.57482429326046,rucc_econtype_lowed
480,2,True,20155,Reno County,KS,28546.60779494047,26067,Ionia County,MI,29122.723194122314,,,,,4,Nonspecialized,0,576.1153991818428,rucc_econtype_lowed
481,2,True,53027,Grays Harbor County,WA,29506.08135208387,48213,Henderson County,TX,30234.593354523182,,,,,4,Nonspecialized,0,728.5120024393109,rucc_econtype_lowed
482,2,True,26155,Shiawassee County,MI,31105.22527364487,5145,White County,AR,31255.930180411087,,,,,4,Nonspecialized,0,150.70490676621557,rucc_econtype_lowed
483,2,True,40125,Pottawatomie County,OK,31288.71489159658,36009,Cattaraugus County,NY,32400.911619172664,,,,,4,Nonspecialized,0,1112.1967275760835,rucc_econtype_lowed
484,2,True,25011,Franklin County,MA,32829.77510003089,27131,Rice County,MN,33220.203040629625,,,,,4,Nonspecialized,0,390.4279405987327,rucc_econtype_lowed
485,2,True,45075,Orangeburg County,SC,33597.858232215265,55097,Portage County,WI,33900.62470463967,,,,,4,Nonspecialized,0,302.7664724244023,rucc_econtype_lowed
486,2,True,41059,Umatilla County,OR,33939.71844494343,36011,Cayuga County,NY,34295.626893235385,,,,,4,Nonspecialized,0,355.90844829195703,rucc_econtype_lowed
487,2,True,53041,Lewis County,WA,34964.77228879632,42033,Clearfield County,PA,34983.686905149836,,,,,4,Nonspecialized,0,18.914616353518795,rucc_econtype_lowed
488,2,True,55141,Wood County,WI,35744.15678888559,47141,Putnam County,TN,36315.451577425,,,,,4,Nonspecialized,0,571.2947885394096,rucc_econtype_lowed
489,2,True,33005,Cheshire County,NH,36839.768718242645,1043,Cullman County,AL,37851.33798249085,,,,,4,Nonspecialized,0,1011.5692642482027,rucc_econtype_lowed
490,2,True,39119,Muskingum County,OH,38396.28452674532,42073,Lawrence County,PA,38833.862684145395,,,,,4,Nonspecialized,0,437.5781574000721,rucc_econtype_lowed
491,2,True,42097,Northumberland County,PA,40839.246010619914,36101,Steuben County,NY,41100.72302253544,,,,,4,Nonspecialized,0,261.47701191552915,rucc_econtype_lowed
492,2,True,41019,Douglas County,OR,43067.4008638008,37045,Cleveland County,NC,43525.328617821506,,,,,4,Nonspecialized,0,457.927754020704,rucc_econtype_lowed
493,2,True,39029,Columbiana County,OH,44347.21216511354,17099,La Salle County,IL,51901.19446311367,,,,,4,Nonspecialized,0,7553.982298000134,rucc_econtype_lowed
494,2,True,36013,Chautauqua County,NY,53841.16829627589,37085,Harnett County,NC,59512.835106438884,,,,,4,Nonspecialized,0,5671.666810162991,rucc_econtype_lowed
495,2,True,42107,Schuylkill County,PA,64349.36657052109,9005,Litchfield County,CT,93976.23617880873,,,,,4,Nonspecialized,0,29626.86960828764,rucc_econtype_lowed
496,2,True,16023,Butte County,ID,1063.0857958644629,54105,Wirt County,WV,2106.9583134166896,,,,,3,Nonspecialized,0,1043.8725175522268,rucc_econtype_lowed
497,2,True,22023,Cameron Parish,LA,2413.41589868092,5025,Cleveland County,AR,2647.0297110662796,,,,,3,Nonspecialized,0,233.61381238535978,rucc_econtype_lowed
498,2,True,20043,Doniphan County,KS,3522.0318001918495,17053,Ford County,IL,5714.402625247836,,,,,3,Nonspecialized,0,2192.3708250559866,rucc_econtype_lowed
499,2,True,20085,Jackson County,KS,6087.388757586479,21123,Larue County,KY,6594.300507672131,,,,,3,Nonspecialized,0,506.9117500856519,rucc_econtype_lowed
500,2,True,17039,De Witt County,IL,6981.3160119354725,29135,Moniteau County,MO,7014.273634105921,,,,,3,Nonspecialized,0,32.9576221704483,rucc_econtype_lowed
501,2,True,1067,Henry County,AL,7270.300533905625,47023,Chester County,TN,7791.482714968064,,,,,3,Nonspecialized,0,521.1821810624388,rucc_econtype_lowed
502,2,True,13183,Long County,GA,7870.544600948691,42093,Montour County,PA,8082.440791383386,,,,,3,Nonspecialized,0,211.8961904346943,rucc_econtype_lowed
503,2,True,29003,Andrew County,MO,8198.582074165344,1107,Pickens County,AL,8266.741976499557,,,,,3,Nonspecialized,0,68.15990233421326,rucc_econtype_lowed
504,2,True,46127,Union County,SD,8711.738188102841,27055,Houston County,MN,9555.800707876682,,,,,3,Nonspecialized,0,844.0625197738409,rucc_econtype_lowed
505,2,True,51079,Greene County,VA,9793.633487442508,51820,Waynesboro city,VA,9985.098843574524,,,,,3,Nonspecialized,0,191.4653561320156,rucc_econtype_lowed
506,2,True,27039,Dodge County,MN,10109.065382881556,53003,Asotin County,WA,10114.208337157965,,,,,3,Nonspecialized,0,5.142954276409,rucc_econtype_lowed
507,2,True,19183,Washington County,IA,10460.493246288599,27045,Fillmore County,MN,10769.96587221534,,,,,3,Nonspecialized,0,309.4726259267409,rucc_econtype_lowed
508,2,True,51790,Staunton city,VA,11584.83759623766,13169,Jones County,GA,11720.586372703314,,,,,3,Nonspecialized,0,135.74877646565437,rucc_econtype_lowed
509,2,True,19017,Bremer County,IA,11909.139110162854,45053,Jasper County,SC,12027.5084951967,,,,,3,Nonspecialized,0,118.3693850338459,rucc_econtype_lowed
510,2,True,51065,Fluvanna County,VA,13011.549531258643,21163,Meade County,KY,13436.198029831052,,,,,3,Nonspecialized,0,424.64849857240915,rucc_econtype_lowed
511,2,True,51840,Winchester city,VA,13730.912604883313,20149,Pottawatomie County,KS,13849.127487421036,,,,,3,Nonspecialized,0,118.21488253772259,rucc_econtype_lowed
512,2,True,13177,Lee County,GA,14132.37213397026,27119,Polk County,MN,15228.887606237317,,,,,3,Nonspecialized,0,1096.5154722670559,rucc_econtype_lowed
513,2,True,5091,Miller County,AR,16607.65684339404,38059,Morton County,ND,16807.322906807065,,,,,3,Nonspecialized,0,199.66606341302395,rucc_econtype_lowed
514,2,True,48459,Upshur County,TX,17341.001047372818,16069,Nez Perce County,ID,17421.60143992654,,,,,3,Nonspecialized,0,80.60039255372249,rucc_econtype_lowed
515,2,True,54069,Ohio County,WV,18148.19907346368,13219,Oconee County,GA,18660.82036846876,,,,,3,Nonspecialized,0,512.6212950050831,rucc_econtype_lowed
516,2,True,37065,Edgecombe County,NC,21667.454027240725,47019,Carter County,TN,22857.097878217697,,,,,3,Nonspecialized,0,1189.6438509769723,rucc_econtype_lowed
517,2,True,47089,Jefferson County,TN,24003.328177034855,1033,Colbert County,AL,24968.273523569107,,,,,3,Nonspecialized,0,964.9453465342522,rucc_econtype_lowed
518,2,True,51660,Harrisonburg city,VA,25024.205778360367,50011,Franklin County,VT,26328.495991330594,,,,,3,Nonspecialized,0,1304.290212970227,rucc_econtype_lowed
519,2,True,29145,Newton County,MO,26350.85470382488,39081,Jefferson County,OH,27273.63549643755,,,,,3,Nonspecialized,0,922.7807926126698,rucc_econtype_lowed
520,2,True,42037,Columbia County,PA,28942.45389608947,28073,Lamar County,MS,29152.319202005863,,,,,3,Nonspecialized,0,209.86530591639166,rucc_econtype_lowed
521,2,True,17183,Vermilion County,IL,31333.648798555136,27027,Clay County,MN,32033.640437533482,,,,,3,Nonspecialized,0,699.9916389783466,rucc_econtype_lowed
522,2,True,41033,Josephine County,OR,33639.82612727478,54107,Wood County,WV,34184.150862812996,,,,,3,Nonspecialized,0,544.3247355382191,rucc_econtype_lowed
523,2,True,46083,Lincoln County,SD,34677.135224983096,51015,Augusta County,VA,34871.07074876502,,,,,3,Nonspecialized,0,193.93552378192544,rucc_econtype_lowed
524,2,True,12055,Highlands County,FL,36321.052486911416,27013,Blue Earth County,MN,37848.44200608396,,,,,3,Nonspecialized,0,1527.389519172546,rucc_econtype_lowed
525,2,True,30013,Cascade County,MT,37880.55875527361,36015,Chemung County,NY,38363.852165359654,,,,,3,Nonspecialized,0,483.2934100860439,rucc_econtype_lowed
526,2,True,29031,Cape Girardeau County,MO,38763.276602983475,51165,Rockingham County,VA,40440.55261791684,,,,,3,Nonspecialized,0,1677.2760149333626,rucc_econtype_lowed
527,2,True,1077,Lauderdale County,AL,40819.279517650604,37127,Nash County,NC,42102.37549234519,,,,,3,Nonspecialized,0,1283.0959746945882,rucc_econtype_lowed
528,2,True,45085,Sumter County,SC,42931.29288351536,1055,Etowah County,AL,43672.88533863716,,,,,3,Nonspecialized,0,741.592455121805,rucc_econtype_lowed
529,2,True,53015,Cowlitz County,WA,44287.1395444455,47113,Madison County,TN,44402.09049975872,,,,,3,Nonspecialized,0,114.95095531322295,rucc_econtype_lowed
530,2,True,51069,Frederick County,VA,44629.79579468258,1069,Houston County,AL,45453.01075339317,,,,,3,Nonspecialized,0,823.214958710596,rucc_econtype_lowed
531,2,True,21059,Daviess County,KY,45761.940638553,39003,Allen County,OH,45810.105424006644,,,,,3,Nonspecialized,0,48.16478545364225,rucc_econtype_lowed
532,2,True,12017,Citrus County,FL,47043.291500119725,26017,Bay County,MI,47159.15355413547,,,,,3,Nonspecialized,0,115.86205401574261,rucc_econtype_lowed
533,2,True,18167,Vigo County,IN,48024.3484000593,18091,LaPorte County,IN,48497.78161621094,,,,,3,Nonspecialized,0,473.43321615163586,rucc_econtype_lowed
534,2,True,36109,Tompkins County,NY,49231.74008542299,19061,Dubuque County,IA,49500.068570911884,,,,,3,Nonspecialized,0,268.3284854888916,rucc_econtype_lowed
535,2,True,17091,Kankakee County,IL,49927.201944589615,42001,Adams County,PA,50233.258487611776,,,,,3,Nonspecialized,0,306.05654302216135,rucc_econtype_lowed
536,2,True,5031,Craighead County,AR,50327.591921565036,42081,Lycoming County,PA,51911.63258036226,,,,,3,Nonspecialized,0,1584.0406587972248,rucc_econtype_lowed
537,2,True,19193,Woodbury County,IA,52332.55363970995,37191,Wayne County,NC,53064.126900038566,,,,,3,Nonspecialized,0,731.573260328616,rucc_econtype_lowed
538,2,True,13185,Lowndes County,GA,53429.0,39139,Richland County,OH,53877.0,,,,,3,Nonspecialized,0,448.0,rucc_econtype_lowed
539,2,True,42013,Blair County,PA,54093.39114959538,23001,Androscoggin County,ME,54189.208400116535,,,,,3,Nonspecialized,0,95.81725052115507,rucc_econtype_lowed
540,2,True,46103,Pennington County,SD,54238.47617024183,29097,Jasper County,MO,55164.95142364502,,,,,3,Nonspecialized,0,926.4752534031868,rucc_econtype_lowed
541,2,True,55035,Eau Claire County,WI,55575.9987179641,48451,Tom Green County,TX,55862.0,,,,,3,Nonspecialized,0,286.001282035897,rucc_econtype_lowed
542,2,True,36045,Jefferson County,NY,55888.28410387039,22079,Rapides Parish,LA,55976.07847723068,,,,,3,Nonspecialized,0,87.79437336028786,rucc_econtype_lowed
543,2,True,42021,Cambria County,PA,56194.68856796634,16019,Bonneville County,ID,56556.85874964105,,,,,3,Nonspecialized,0,362.17018167470815,rucc_econtype_lowed
544,2,True,22105,Tangipahoa Parish,LA,56759.74286559783,53057,Skagit County,WA,56938.617636232695,,,,,3,Nonspecialized,0,178.87477063486585,rucc_econtype_lowed
545,2,True,45041,Florence County,SC,57659.765953895636,39023,Clark County,OH,60076.21994688263,,,,,3,Nonspecialized,0,2416.4539929869934,rucc_econtype_lowed
546,2,True,48181,Grayson County,TX,61882.271186252816,55063,La Crosse County,WI,62773.156400197884,,,,,3,Nonspecialized,0,890.8852139450682,rucc_econtype_lowed
547,2,True,21227,Warren County,KY,66860.05859561649,13021,Bibb County,GA,66948.12502651522,,,,,3,Nonspecialized,0,88.0664308987325,rucc_econtype_lowed
548,2,True,42075,Lebanon County,PA,67135.60602419497,48441,Taylor County,TX,68481.0,,,,,3,Nonspecialized,0,1345.3939758050255,rucc_econtype_lowed
549,2,True,22073,Ouachita Parish,LA,69312.39446294168,26075,Jackson County,MI,70110.18220003124,,,,,3,Nonspecialized,0,797.7877370895585,rucc_econtype_lowed
550,2,True,8101,Pueblo County,CO,70701.76779635623,26115,Monroe County,MI,70896.61147475243,,,,,3,Nonspecialized,0,194.84367839619517,rucc_econtype_lowed
551,2,True,8077,Mesa County,CO,71765.39174719155,23019,Penobscot County,ME,72532.34680174291,,,,,3,Nonspecialized,0,766.955054551363,rucc_econtype_lowed
552,2,True,42055,Franklin County,PA,73737.8304531656,6089,Shasta County,CA,75194.1214480924,,,,,3,Nonspecialized,0,1456.2909949267923,rucc_econtype_lowed
553,2,True,30111,Yellowstone County,MT,78708.81314383307,37001,Alamance County,NC,81526.54522958663,,,,,3,Nonspecialized,0,2817.7320857535524,rucc_econtype_lowed
554,2,True,55105,Rock County,WI,82386.63110616966,26145,Saginaw County,MI,82389.80397805013,,,,,3,Nonspecialized,0,3.1728718804661185,rucc_econtype_lowed
555,2,True,17113,McLean County,IL,83857.0,27145,Stearns County,MN,84652.18171712861,,,,,3,Nonspecialized,0,795.1817171286093,rucc_econtype_lowed
556,2,True,27109,Olmsted County,MN,85108.94871161692,22019,Calcasieu Parish,LA,89921.03502821922,,,,,3,Nonspecialized,0,4812.086316602305,rucc_econtype_lowed
557,2,True,50007,Chittenden County,VT,91080.86989278486,41029,Jackson County,OR,96576.96120002306,,,,,3,Nonspecialized,0,5496.091307238195,rucc_econtype_lowed
558,2,True,6007,Butte County,CA,96581.0,55087,Outagamie County,WI,100026.26440076144,,,,,3,Nonspecialized,0,3445.2644007614435,rucc_econtype_lowed
559,2,True,12091,Okaloosa County,FL,103415.99040550971,46099,Minnehaha County,SD,106026.3067176938,,,,,3,Nonspecialized,0,2610.3163121840917,rucc_econtype_lowed
560,3,True,48423,Smith County,TX,106040.9494105576,38017,Cass County,ND,106924.0,37133,Onslow County,NC,107270.91200568061,3,Nonspecialized,0,1229.9625951230119,rucc_econtype_lowed
561,2,True,13283,Treutlen County,GA,2467.1601850688457,48111,Dallam County,TX,3054.825199007988,,,,,7,Nonspecialized,1,587.6650139391422,rucc_econtype_lowed
562,2,True,22065,Madison Parish,LA,3379.080590426922,5011,Bradley County,AR,3668.143717303872,,,,,7,Nonspecialized,1,289.06312687695026,rucc_econtype_lowed
563,2,True,28097,Montgomery County,MS,3770.497213244438,48507,Zavala County,TX,3858.3788139671087,,,,,7,Nonspecialized,1,87.88160072267056,rucc_econtype_lowed
564,2,True,1035,Conecuh County,AL,4011.9674158021808,13005,Bacon County,GA,4318.581697024405,,,,,7,Nonspecialized,1,306.61428122222424,rucc_econtype_lowed
565,2,True,28103,Noxubee County,MS,4371.091218844056,48115,Dawson County,TX,4946.137716546655,,,,,7,Nonspecialized,1,575.0464977025986,rucc_econtype_lowed
566,2,True,29155,Pemiscot County,MO,6073.346622392535,22029,Concordia Parish,LA,6626.824390545487,,,,,7,Nonspecialized,1,553.4777681529522,rucc_econtype_lowed
567,2,True,22041,Franklin Parish,LA,6672.097563773394,21115,Johnson County,KY,7311.238210260868,,,,,7,Nonspecialized,1,639.1406464874744,rucc_econtype_lowed
568,2,True,28153,Wayne County,MS,7595.924885451794,28027,Coahoma County,MS,8336.347021728754,,,,,7,Nonspecialized,1,740.4221362769604,rucc_econtype_lowed
